eps,mean_fit,std_fit,mean_f1,std_f1,mean_prec,std_prec,mean_rec,std_rec,mean_tp,std_tp,mean_fp,std_fp,mean_fn,std_fn,mean_tn,std_tn,mean_acc,std_acc,mean_specificity,std_specificity,mean_npv,std_npv,mean_jaccard,std_jaccard,mean_mcc,std_mcc,mean_fnr,std_fnr,mean_p4,std_p4,num_evals,max_3-gram_length
inf,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,1.0,0.0,nan,nan,0.0,0.0,nan,nan,100
