eps,mean_fit,std_fit,mean_f1,std_f1,mean_prec,std_prec,mean_rec,std_rec,mean_tp,std_tp,mean_fp,std_fp,mean_fn,std_fn,mean_tn,std_tn,mean_acc,std_acc,mean_jaccard,std_jaccard,mean_fnr,std_fnr,num_evals
0.1,0.9030462300861086122,0.15997254680825048275,0.5160177080220135948,0.15008607840884589654,0.97,0.170587221092319808,0.3608719027582982722,0.13159035627626349662,1543.81,562.94354414985522594,0.0,0.0,2605.85,673.20698711466148895,0.0,0.0,0.3608719027582982722,0.13159035627626349662,0.3608719027582982722,0.13159035627626349662,0.60912809724170172696,0.15736488712357678339,100
0.2,0.93919651312182838464,0.1347028689614488691,0.5790728802317426521,0.1340158078931856632,0.98,0.14,0.41899953249181860705,0.12330684701298244436,1792.48,527.50669152153889996,0.0,0.0,2399.96,574.6645094313724887,0.0,0.0,0.41899953249181860705,0.12330684701298244436,0.41899953249181860705,0.12330684701298244436,0.5610004675081813924,0.1343301798577308298,100
0.5,0.9506658058291644986,0.1672899951088463328,0.6679727099351202513,0.14410083372176186577,0.97,0.17058722109231980802,0.5156124357176250589,0.13371631089194542334,2205.79,572.03837799574251993,0.0,0.0,1943.87,541.860769109556408,0.0,0.0,0.5156124357176250589,0.13371631089194542334,0.5156124357176250589,0.13371631089194542334,0.4543875642823749461,0.12666217136735773972,100
0.8,0.9766649084660439817,0.09825893028472607368,0.72388522018585518716,0.10590765642674887033,0.99,0.09949874371066199547,0.5763020102851799892,0.111545875649710695306,2465.42,477.1932560294623443,0.0,0.0,1769.8,444.92109412793635265,0.0,0.0,0.5763020102851799892,0.111545875649710695306,0.5763020102851799892,0.111545875649710695306,0.41369798971482000806,0.104002125789606437046,100
1.0,0.96987306915369385417,0.13859805114333982277,0.74968633872275705854,0.12812757184871706825,0.98,0.14,0.61222533894343151293,0.12650275752738710098,2619.1,541.1787967021620111,0.0,0.0,1573.34,450.9980758273808866,0.0,0.0,0.61222533894343151293,0.12650275752738710098,0.61222533894343151293,0.12650275752738710098,0.36777466105656849094,0.10542264512093989774,100
