eps,max_query_length,subset_id,subset_max_length,mean_error,std_error,num_evals
inf,20,0,4.0,0.19240480208065417783,0.0064839444140122236816,100
inf,20,1,8.0,0.09609993682695291056,0.0042644687204172791493,100
inf,20,2,12.0,0.06425224668256035894,0.0038215445712722934824,100
inf,20,3,16.0,0.047616612835433215558,0.0034008810007249142561,100
inf,20,4,20.0,0.038444337002267476645,0.0035825657194556202323,100
